policy,frames,stall_rate,decoded_psnr_mean,render_psnr_mean,psnr_fluctuation,psnr_std,average_layer,sent_bitrate_kbps,network_utilization
greedy,120,0.1,21.46666666666667,19.32,0.710924369747899,7.045466627555625,2.1,251.1665,0.8179287717627136
sliding_window,120,0.03333333333333333,21.575862068965495,20.856666666666644,0.4689075630252102,4.702926984572708,2.3583333333333334,248.024,0.8076951571474512
