policy,frames,stall_rate,decoded_psnr_mean,render_psnr_mean,psnr_fluctuation,psnr_std,average_layer,sent_bitrate_kbps,network_utilization
sliding_window,120,0.03333333333333333,21.575862068965495,20.856666666666644,0.4689075630252102,4.702926984572708,2.3583333333333334,248.024,0.8076951571474512
sliding_window_abr,120,0.03333333333333333,20.237931034482745,19.563333333333322,0.6793277310924369,5.081645621471675,2.0083333333333333,189.466,0.6169998493859424
