step,train_loss,val_loss,val_perplexity,val_accuracy
1,6.4561543464660645,6.430806457996368,620.6742939791123,0.0021845106696100074
20,5.745081901550293,5.712882101535797,302.7423463050573,0.02248896247240618
40,5.155068874359131,4.883038580417633,132.03124253047554,0.029571376011773363
60,4.64026403427124,4.406854748725891,82.0111118726748,0.02819168506254599
80,4.578775882720947,4.224792540073395,68.36032005037488,0.04099981604120677
